1	0	200	12571	http://www.google.de/?gfe_rd=cr&ei=Nl2_VeXvJqGK8Qfa-6vwDw	PREF=ID=1111111111111111:FF=0:TM=1438604598:LM=1438604598:V=1:S=zUX5bfeHlWxUoMPA;NID=70=GGesKoBPjKkKh1GbzsRz5FWJjsKrlheuuW6WHfUhFvRMBcbc-_Gxm8JKv9TIXV0t-yztfu_SltFa0qYT1UDv7obBtsFWASz96ToSIx7eI__NE3RiQFLVp9-F2doxyZPS	A	-	-	-	1	0	0	0	14:23:18.597998	14:23:18.635456
1	1	200	151	http://www.google.de/intl/de/policies/terms/	-	A	-	-	-	1	0	0	0	14:23:18.705070	14:23:18.762987
1	1	200	10957	http://www.google.de/services/	-	A	-	-	-	1	0	12	0	14:23:18.783279	14:23:18.827549
1	1	200	8368	http://www.google.de/intl/de/ads/	-	A	-	-	-	1	0	11	0	14:23:18.832213	14:23:18.854113
1	1	200	58775	http://www.google.de/intl/de/policies/privacy/	-	A	-	-	-	1	0	6	0	14:23:18.874575	14:23:18.913548
1	1	200	12043	http://www.google.de/imghp?hl=de&tab=wi	PREF=ID=1111111111111111:FF=0:TM=1438604599:LM=1438604599:V=1:S=Evln6LGreZboVUsz;NID=70=Cal5bqj-2V_NJBggPk8HtMdU-9PVegag1QYbhRcZcpoyvesyyK31MzQ1M7p7p3HjU7oT7a0dcjbI1XbcqnwB05N8NqesDYUKjp92_r93vkkRQxnw7kPE3gGzT0E4Vohb	A	-	-	-	1	0	0	0	14:23:19.010790	14:23:19.182231
1	1	200	35678	http://www.google.de/preferences?hl=de	NID=70=ONQfBz8NBbF7hgO5Ju0Fs3GMYN9H5v3hLvhc1eIl7CL-y6SlUwzKp5vBszwV1wWw0sIQa1NTFeZHYJMk65FXzbuFL1LNaTAhASiB0LyAxTE0Q0NkL5b7UEgqCww-hfn0	A	-	-	-	1	0	3	0	14:23:19.201334	14:23:19.375323
1	1	200	12502	http://www.google.de/	NID=70=nlIxUQeFE9iLLiq7T0flbwfH--oM0iofLCYpNbnrj7W3SKX7FxzqCnqXGt785BK6i1I1WbP737RZ69VhP6UYww0YnjLQwW8UcqKT-PYpoi_m04jRt-A1PQGjxSQRrmhb	A	-	-	-	1	0	0	0	14:23:19.381730	14:23:19.505968
1	1	200	26081	http://www.google.de/intl/de/about/products/	-	A	-	-	-	1	0	46	0	14:23:19.535111	14:23:19.662171
1	1	200	168297	http://www.google.de/advanced_search?authuser=0&hl=de	PREF=ID=1111111111111111:FF=0:TM=1438604598:LM=1438604599:V=1:S=1pipn2kPfa3lZdKQ;NID=70=BvU0KJo02u0TTf0F2VWD6M8JAsQBECPJeuwKmpvNGXz3-JtMFbgUUrPXWCAwlXlHBNiRfbeEBXJvq_6Kr32ft2KEtlWggUlRv7Pc_lDoBilontfccppUqAPt3uYP0e2p	A	-	-	-	1	0	0	0	14:23:19.673704	14:23:19.874061
1	1	200	16044	http://www.google.de/intl/de/about/	-	A	-	-	-	1	1	6	1	14:23:19.888004	14:23:20.052474
1	1	200	35104	http://www.google.de/preferences?hl=en	NID=70=ePMQwZRdOi5xONZI_e6Avt-WJJLi8MbJnWrPzfc9lcdIXlOmqy-94iyiInxVKJ54SW5QxViCNl5uRQ9mCIzLay6y-GBcIrD56EMcc0F7p4Op8ode7T1jhhiB2pzgoL_J	A	-	-	-	1	0	3	0	14:23:20.068518	14:23:20.201356
1	1	200	1195	https://drive.google.com/?tab=wo	-	A	browserchannel-docs.l.google.com.	74.125.136.189	15169	1	0	0	0	14:23:20.237853	14:23:20.453831
1	1	200	156622	https://www.youtube.com/watch?utm_campaign=Translate&utm_medium=HPPMobileDE&v=06olHmcJjS0	PREF=f1=50000000;VISITOR_INFO1_LIVE=TrIqEvdhsl0;YSC=2g5kKkHxDyY	A	youtube-ui.l.google.com.	173.194.113.135	15169	1	35	16	5	14:23:20.469890	14:23:20.768198
1	1	200	171946	http://www.google.de/history/optout?hl=de	PREF=ID=1111111111111111:TM=1438604599:LM=1438604599:V=1:S=Hhx_PB0xedX9Xgeu;NID=70=ruDv2ktRmwkUeZzXViVWXlPAWwTeY0QJan3Eo0suWJTcwjIOOCEHp0o2RngmaBTaxb-44cghvONHb9Y_GbnC3VrIEsYHVdDsb28cmmtkVmSBAvxpD2DcP2JoL1pRVM3H	A	-	-	-	1	1	2	1	14:23:20.847260	14:23:20.898364
1	1	200	64850	https://accounts.google.com/ServiceLogin?continue=http%3A%2F%2Fwww.google.de%2F%3Fgfe_rd%3Dcr%26ei%3DNl2_VeXvJqGK8Qfa-6vwDw&hl=de	GoogleAccountsLocale_session=de;GAPS=1:n668dHXemTtm3wVQ4EK11wkQxh3Z9w:3qv5mVKxa3utcFID;GALX=1cPkWHv3Wok	A	-	-	-	1	1	0	1	14:23:20.909646	14:23:20.981995
1	1	200	218099	https://play.google.com/store?hl=de&tab=w8	PLAY_PREFS=ChYIABISCgJERRDyypCc7yko8sqQnO8p:S:ANO1ljJhoM-dGk8Clg;NID=70=B9S59Vbkv9RaqHlgJaqB3ipSQTsgbySKjZiI5tNa_gGsMo2yQ92aICJHHs8Bq-vkEagx8s2Xi63X2ioOVQqDQR4-bT3jZefcypJbTTJB1r4v0bjsNfW6rCvEaly1mPGI	A	-	-	-	1	101	6	4	14:23:21.270793	14:23:21.340672
1	1	200	514184	http://news.google.de/nwshp?hl=de&tab=wn	NID=70=G450rfvFu2NgeVSXQOJYOHFqbYFwBC5SpAikrQ6ShJvcrlqhJHCyePUnfs137LtMSc019-qPcpR94u9OKzU2I3ljkuGn0MAcTFI8nTbGvkDyCj2GwubtS3T6SrUA-Q8_	A	news-cctld.l.google.com.	173.194.113.159;173.194.113.151;173.194.113.143;173.194.113.152	15169	1	9	11	3	14:23:21.566889	14:23:21.806710
1	1	200	3810	https://www.google.de/maps/@?hl=de&dg=dbrw&newdg=1	-	A	-	-	-	1	2	1	1	14:23:21.896465	14:23:21.976138
1	1	200	360605	https://www.youtube.com/?gl=DE&tab=w1	YSC=xeIKMljrSs0;s_gl=1c7eef1e2f3f866318cc434af62424b9cwIAAABERQ==;VISITOR_INFO1_LIVE=vR17Eo9_hSk	A	youtube-ui.l.google.com.	173.194.113.135	15169	1	58	50	5	14:23:22.321833	14:23:22.662967
1	1	200	24369	https://translate.google.com/	-	A	translate.google.com.;www3.l.google.com.	173.194.113.128;173.194.113.131;173.194.113.135;173.194.113.134;173.194.113.129;173.194.113.133;173.194.113.136;173.194.113.132;173.194.113.142;173.194.113.130;173.194.113.137	15169	1	1	3	1	14:23:22.825247	14:23:22.989708
1	1	200	73297	https://accounts.google.com/ServiceLogin?service=mail&passive=true&rm=false&continue=https://mail.google.com/mail/?tab%3Dwm&scc=1&ltmpl=googlemail&emr=1&osid=1	GAPS=1:cqyal6FX1UmunBG73wjUX6Dqw3UvAg:yAGzdDpL6hue8hK4;GALX=HIHwi875a8I	A	-	-	-	1	1	0	1	14:23:23.297590	14:23:23.299608
1	1	200	432931	https://plus.google.com/+GoogleDeutschland	NID=70=Q6byBJtXDXt1qcmbHmmKyf_oS1DOVeutx5jqvp3XfJ-a2uCsYOKCBkKzz9QJsO84HVthQhgZ2o4PRwmBU8MDWinG1tCe1NwOnCs1RUfdSWNPeGHGsIe6ofyHekEV75eA	A	plus.l.google.com.	173.194.113.132;173.194.113.134;173.194.113.129;173.194.113.131;173.194.113.133;173.194.113.128;173.194.113.130;173.194.113.135;173.194.113.136;173.194.113.142;173.194.113.137	15169	1	86	25	3	14:23:23.319544	14:23:23.452874
